"","dat.scientificName","ss"
"1","Acinonyx jubatus",37
"2","Acinonyx jubatus",20
"3","Acinonyx jubatus",14
"4","Acinonyx jubatus",17
"5","Acinonyx jubatus",10
"6","Acinonyx jubatus",25
"7","Acinonyx jubatus",13
"8","Acinonyx jubatus",40
"9","Acinonyx jubatus",53
"10","Acinonyx jubatus",17
"11","Acinonyx jubatus",30
"12","Acinonyx jubatus",19
"13","Acinonyx jubatus",25
"14","Acinonyx jubatus",32
"15","Acinonyx jubatus",28
"16","Acinonyx jubatus",24
"17","Acinonyx jubatus",19
"18","Acinonyx jubatus",44
"19","Acinonyx jubatus",20
"20","Acinonyx jubatus",28
"21","Acinonyx jubatus",47
"22","Acinonyx jubatus",28
"23","Acinonyx jubatus",16
"24","Acinonyx jubatus",16
"25","Acinonyx jubatus",24
"26","Acinonyx jubatus",55
"27","Acinonyx jubatus",25
"28","Acinonyx jubatus",29
"29","Acinonyx jubatus",23
"30","Acinonyx jubatus",14
"31","Acinonyx jubatus",45
"32","Acinonyx jubatus",17
"33","Aepyceros melampus",521
"34","Aepyceros melampus",131
"35","Aepyceros melampus",205
"36","Aepyceros melampus",391
"37","Aepyceros melampus",241
"38","Aepyceros melampus",140
"39","Aepyceros melampus",365
"40","Aepyceros melampus",150
"41","Aepyceros melampus",25
"42","Aepyceros melampus",273
"43","Aepyceros melampus",389
"44","Aepyceros melampus",40
"45","Aepyceros melampus",360
"46","Aepyceros melampus",240
"47","Aepyceros melampus",262
"48","Aepyceros melampus",137
"49","Aepyceros melampus",543
"50","Aepyceros melampus",292
"51","Aepyceros melampus",306
"52","Aepyceros melampus",502
"53","Aepyceros melampus",593
"54","Aepyceros melampus",279
"55","Aepyceros melampus",170
"56","Aepyceros melampus",370
"57","Aepyceros melampus",119
"58","Aepyceros melampus",170
"59","Aepyceros melampus",183
"60","Aepyceros melampus",26
"61","Aepyceros melampus",265
"62","Aepyceros melampus",344
"63","Aepyceros melampus",332
"64","Aepyceros melampus",211
"65","Aepyceros melampus",67
"66","Aepyceros melampus",24
"67","Aepyceros melampus",334
"68","Aepyceros melampus",146
"69","Aepyceros melampus",104
"70","Aepyceros melampus",44
"71","Aepyceros melampus",54
"72","Aepyceros melampus",332
"73","Aepyceros melampus",154
"74","Aepyceros melampus",47
"75","Aepyceros melampus",327
"76","Aepyceros melampus",421
"77","Aepyceros melampus",173
"78","Aepyceros melampus",271
"79","Aepyceros melampus",262
"80","Aepyceros melampus",283
"81","Aepyceros melampus",578
"82","Aepyceros melampus",278
"83","Aepyceros melampus",83
"84","Aepyceros melampus",130
"85","Aepyceros melampus",226
"86","Aepyceros melampus",329
"87","Aepyceros melampus",16
"88","Aepyceros melampus",21
"89","Aepyceros melampus",120
"90","Aepyceros melampus",108
"91","Aepyceros melampus",697
"92","Aepyceros melampus",12
"93","Aepyceros melampus",148
"94","Aepyceros melampus",238
"95","Aepyceros melampus",173
"96","Aepyceros melampus",375
"97","Aepyceros melampus",337
"98","Aepyceros melampus",171
"99","Aepyceros melampus",17
"100","Aepyceros melampus",388
"101","Aepyceros melampus",215
"102","Aepyceros melampus",466
"103","Aepyceros melampus",304
"104","Aepyceros melampus",205
"105","Aepyceros melampus",489
"106","Aepyceros melampus",135
"107","Aepyceros melampus",341
"108","Aepyceros melampus",34
"109","Aepyceros melampus",29
"110","Aepyceros melampus",47
"111","Aepyceros melampus",22
"112","Aepyceros melampus",178
"113","Aepyceros melampus",43
"114","Aepyceros melampus",62
"115","Aepyceros melampus",330
"116","Aepyceros melampus",299
"117","Aepyceros melampus",329
"118","Aepyceros melampus",150
"119","Aepyceros melampus",429
"120","Aepyceros melampus",153
"121","Aepyceros melampus",271
"122","Aepyceros melampus",80
"123","Aepyceros melampus",10
"124","Aepyceros melampus",147
"125","Aepyceros melampus",35
"126","Aepyceros melampus",45
"127","Aepyceros melampus",248
"128","Aepyceros melampus",342
"129","Aepyceros melampus",56
"130","Aepyceros melampus",403
"131","Aepyceros melampus",294
"132","Aepyceros melampus",154
"133","Aepyceros melampus",102
"134","Aepyceros melampus",28
"135","Aepyceros melampus",266
"136","Aepyceros melampus",144
"137","Aepyceros melampus",261
"138","Aepyceros melampus",339
"139","Aepyceros melampus",308
"140","Aepyceros melampus",47
"141","Aepyceros melampus",310
"142","Aepyceros melampus",75
"143","Aepyceros melampus",321
"144","Aepyceros melampus",359
"145","Aepyceros melampus",185
"146","Aepyceros melampus",117
"147","Aepyceros melampus",132
"148","Aepyceros melampus",209
"149","Aepyceros melampus",285
"150","Aepyceros melampus",24
"151","Aepyceros melampus",25
"152","Aepyceros melampus",38
"153","Aepyceros melampus",279
"154","Aepyceros melampus",226
"155","Aepyceros melampus",25
"156","Aepyceros melampus",307
"157","Aepyceros melampus",466
"158","Aepyceros melampus",303
"159","Aepyceros melampus",395
"160","Aepyceros melampus",56
"161","Aepyceros melampus",393
"162","Aepyceros melampus",315
"163","Aepyceros melampus",141
"164","Aepyceros melampus",321
"165","Aepyceros melampus",143
"166","Aepyceros melampus",143
"167","Aepyceros melampus",288
"168","Alcelaphus buselaphus",10
"169","Alcelaphus buselaphus",30
"170","Alcelaphus buselaphus",29
"171","Alcelaphus buselaphus",10
"172","Alcelaphus buselaphus",16
"173","Alcelaphus buselaphus",13
"174","Alcelaphus buselaphus",20
"175","Alcelaphus buselaphus",11
"176","Alcelaphus buselaphus",13
"177","Alcelaphus buselaphus",37
"178","Alcelaphus buselaphus",13
"179","Alcelaphus buselaphus",15
"180","Alcelaphus buselaphus",30
"181","Alcelaphus buselaphus",29
"182","Alcelaphus buselaphus",15
"183","Alcelaphus buselaphus",14
"184","Alcelaphus buselaphus",14
"185","Alcelaphus buselaphus",33
"186","Alcelaphus buselaphus",11
"187","Alcelaphus buselaphus",10
"188","Alcelaphus buselaphus",16
"189","Alcelaphus buselaphus",29
"190","Alcelaphus buselaphus",26
"191","Alces alces",17
"192","Alces alces",13
"193","Alces alces",26
"194","Alces alces",61
"195","Alces alces",72
"196","Alces alces",83
"197","Alces alces",25
"198","Alces alces",28
"199","Alces alces",25
"200","Alces alces",21
"201","Alces alces",14
"202","Alces alces",53
"203","Alces alces",80
"204","Alces alces",12
"205","Alces alces",43
"206","Alces alces",27
"207","Alces alces",56
"208","Alces alces",37
"209","Alces alces",13
"210","Alces alces",113
"211","Alces alces",36
"212","Alces alces",91
"213","Alces alces",10
"214","Alces alces",10
"215","Alces alces",45
"216","Alces alces",30
"217","Alces alces",26
"218","Alces alces",22
"219","Alces alces",49
"220","Alces alces",15
"221","Alces alces",53
"222","Alces alces",24
"223","Alces alces",10
"224","Alces alces",18
"225","Alces alces",58
"226","Alces alces",47
"227","Alces alces",22
"228","Alces alces",11
"229","Alces alces",42
"230","Alces alces",48
"231","Alces alces",48
"232","Alces alces",23
"233","Alces alces",17
"234","Alces alces",53
"235","Alces alces",11
"236","Alces alces",42
"237","Alces alces",16
"238","Alces alces",40
"239","Alces alces",29
"240","Alces alces",14
"241","Alces alces",79
"242","Alces alces",15
"243","Alces alces",12
"244","Alces alces",11
"245","Alces alces",34
"246","Alces alces",14
"247","Alces alces",38
"248","Alces alces",20
"249","Alces alces",19
"250","Alces alces",35
"251","Alces alces",11
"252","Alces alces",81
"253","Alces alces",64
"254","Alces alces",47
"255","Alces alces",36
"256","Alces alces",22
"257","Alces alces",18
"258","Alces alces",14
"259","Alces alces",10
"260","Alces alces",55
"261","Alces alces",10
"262","Alces alces",19
"263","Alces alces",67
"264","Alces alces",36
"265","Alces alces",11
"266","Alces alces",19
"267","Alces alces",10
"268","Alces alces",30
"269","Alces alces",13
"270","Alces alces",23
"271","Alces alces",18
"272","Alces alces",34
"273","Alces alces",13
"274","Alces alces",15
"275","Alces alces",19
"276","Alces alces",13
"277","Alces alces",32
"278","Allochrocebus lhoesti",109
"279","Allochrocebus lhoesti",71
"280","Allochrocebus lhoesti",81
"281","Ammospermophilus harrisii",29
"282","Ammospermophilus harrisii",13
"283","Ammospermophilus harrisii",72
"284","Ammospermophilus harrisii",16
"285","Ammospermophilus harrisii",25
"286","Ammospermophilus harrisii",33
"287","Ammospermophilus harrisii",25
"288","Ammospermophilus harrisii",53
"289","Ammospermophilus harrisii",12
"290","Ammospermophilus harrisii",50
"291","Ammospermophilus harrisii",11
"292","Ammospermophilus harrisii",153
"293","Ammospermophilus harrisii",113
"294","Ammospermophilus harrisii",62
"295","Ammospermophilus harrisii",165
"296","Ammospermophilus harrisii",39
"297","Ammospermophilus harrisii",120
"298","Ammospermophilus harrisii",10
"299","Ammospermophilus harrisii",68
"300","Ammospermophilus leucurus",50
"301","Ammospermophilus leucurus",60
"302","Ammospermophilus leucurus",32
"303","Ammospermophilus leucurus",46
"304","Ammospermophilus leucurus",18
"305","Antechinus agilis",21
"306","Antechinus agilis",55
"307","Antechinus agilis",115
"308","Antechinus minimus",19
"309","Antechinus swainsonii",39
"310","Antechinus swainsonii",25
"311","Antidorcas marsupialis",16
"312","Antidorcas marsupialis",22
"313","Antidorcas marsupialis",16
"314","Antidorcas marsupialis",13
"315","Antidorcas marsupialis",23
"316","Antidorcas marsupialis",16
"317","Antidorcas marsupialis",27
"318","Antidorcas marsupialis",12
"319","Antidorcas marsupialis",58
"320","Antidorcas marsupialis",10
"321","Antidorcas marsupialis",17
"322","Antidorcas marsupialis",22
"323","Antidorcas marsupialis",23
"324","Antidorcas marsupialis",17
"325","Antidorcas marsupialis",31
"326","Antidorcas marsupialis",43
"327","Antilocapra americana",11
"328","Antilocapra americana",26
"329","Antilocapra americana",35
"330","Antilocapra americana",22
"331","Antilocapra americana",24
"332","Antilocapra americana",42
"333","Antilocapra americana",24
"334","Arctictis binturong",11
"335","Arctictis binturong",15
"336","Arctictis binturong",11
"337","Arctictis binturong",17
"338","Arctictis binturong",12
"339","Arctictis binturong",10
"340","Arctictis binturong",14
"341","Arctictis binturong",16
"342","Arctictis binturong",19
"343","Arctonyx collaris",14
"344","Arctonyx collaris",10
"345","Arctonyx collaris",24
"346","Atelocynus microtis",16
"347","Atelocynus microtis",15
"348","Atherurus africanus",63
"349","Atherurus africanus",19
"350","Atherurus africanus",20
"351","Atherurus africanus",67
"352","Atherurus africanus",23
"353","Atherurus africanus",28
"354","Atherurus africanus",38
"355","Atherurus africanus",32
"356","Atherurus africanus",18
"357","Atherurus africanus",10
"358","Atherurus africanus",46
"359","Atherurus africanus",25
"360","Atherurus africanus",25
"361","Atherurus africanus",56
"362","Atherurus africanus",23
"363","Atherurus africanus",53
"364","Atherurus africanus",16
"365","Atherurus africanus",15
"366","Atherurus africanus",27
"367","Atherurus africanus",16
"368","Atherurus africanus",13
"369","Atherurus africanus",14
"370","Atherurus africanus",18
"371","Atherurus macrourus",17
"372","Atherurus macrourus",14
"373","Atherurus macrourus",62
"374","Atherurus macrourus",11
"375","Atherurus macrourus",22
"376","Atherurus macrourus",22
"377","Atherurus macrourus",13
"378","Atherurus macrourus",15
"379","Atherurus macrourus",137
"380","Atherurus macrourus",131
"381","Atherurus macrourus",15
"382","Atherurus macrourus",10
"383","Atherurus macrourus",10
"384","Atherurus macrourus",14
"385","Atherurus macrourus",18
"386","Atherurus macrourus",19
"387","Atherurus macrourus",12
"388","Atherurus macrourus",97
"389","Atherurus macrourus",10
"390","Atherurus macrourus",13
"391","Atherurus macrourus",13
"392","Atherurus macrourus",20
"393","Atherurus macrourus",16
"394","Atherurus macrourus",13
"395","Atherurus macrourus",15
"396","Atherurus macrourus",10
"397","Atherurus macrourus",19
"398","Atherurus macrourus",11
"399","Atherurus macrourus",19
"400","Atherurus macrourus",28
"401","Atherurus macrourus",80
"402","Atherurus macrourus",13
"403","Atherurus macrourus",33
"404","Atherurus macrourus",38
"405","Atherurus macrourus",11
"406","Atherurus macrourus",33
"407","Atherurus macrourus",10
"408","Atherurus macrourus",12
"409","Atherurus macrourus",33
"410","Atherurus macrourus",11
"411","Atherurus macrourus",26
"412","Atherurus macrourus",26
"413","Atherurus macrourus",15
"414","Atherurus macrourus",13
"415","Atherurus macrourus",10
"416","Atherurus macrourus",12
"417","Atherurus macrourus",19
"418","Atherurus macrourus",11
"419","Atherurus macrourus",48
"420","Atherurus macrourus",16
"421","Atherurus macrourus",73
"422","Atherurus macrourus",98
"423","Atherurus macrourus",21
"424","Atherurus macrourus",22
"425","Atherurus macrourus",102
"426","Atilax paludinosus",19
"427","Atilax paludinosus",34
"428","Atilax paludinosus",18
"429","Atilax paludinosus",13
"430","Atilax paludinosus",19
"431","Atilax paludinosus",27
"432","Atilax paludinosus",17
"433","Atilax paludinosus",13
"434","Atilax paludinosus",20
"435","Atilax paludinosus",10
"436","Atilax paludinosus",30
"437","Atilax paludinosus",24
"438","Atilax paludinosus",10
"439","Atilax paludinosus",21
"440","Atilax paludinosus",17
"441","Atilax paludinosus",28
"442","Atilax paludinosus",11
"443","Atilax paludinosus",14
"444","Atilax paludinosus",21
"445","Atilax paludinosus",11
"446","Atilax paludinosus",265
"447","Atilax paludinosus",21
"448","Atilax paludinosus",18
"449","Atilax paludinosus",11
"450","Atilax paludinosus",148
"451","Atilax paludinosus",11
"452","Atilax paludinosus",221
"453","Axis axis",74
"454","Axis axis",14
"455","Bassaricyon neblina",11
"456","Bdeogale crassicauda",91
"457","Bdeogale crassicauda",16
"458","Bdeogale crassicauda",27
"459","Bdeogale crassicauda",90
"460","Bdeogale crassicauda",56
"461","Bdeogale crassicauda",45
"462","Bdeogale crassicauda",38
"463","Bdeogale crassicauda",51
"464","Bdeogale crassicauda",46
"465","Bdeogale crassicauda",21
"466","Bdeogale crassicauda",51
"467","Bdeogale crassicauda",62
"468","Bdeogale crassicauda",62
"469","Bdeogale crassicauda",126
"470","Bdeogale crassicauda",26
"471","Bdeogale crassicauda",45
"472","Bdeogale crassicauda",106
"473","Bdeogale crassicauda",82
"474","Bdeogale crassicauda",41
"475","Bdeogale crassicauda",48
"476","Bdeogale crassicauda",50
"477","Bdeogale crassicauda",57
"478","Bdeogale crassicauda",27
"479","Bdeogale crassicauda",56
"480","Bdeogale crassicauda",80
"481","Bdeogale crassicauda",46
"482","Bdeogale crassicauda",43
"483","Bdeogale crassicauda",79
"484","Bdeogale crassicauda",69
"485","Bdeogale crassicauda",25
"486","Bdeogale crassicauda",12
"487","Bdeogale crassicauda",37
"488","Bdeogale crassicauda",29
"489","Bdeogale crassicauda",36
"490","Bdeogale crassicauda",43
"491","Bdeogale crassicauda",22
"492","Bdeogale crassicauda",45
"493","Bdeogale crassicauda",94
"494","Bdeogale crassicauda",53
"495","Bdeogale crassicauda",11
"496","Bdeogale crassicauda",28
"497","Bdeogale crassicauda",30
"498","Bdeogale crassicauda",46
"499","Bdeogale crassicauda",13
"500","Bdeogale nigripes",19
"501","Bdeogale nigripes",10
"502","Bdeogale nigripes",21
"503","Bison bison",31
"504","Bison bison",44
"505","Bison bison",167
"506","Bison bison",188
"507","Blastocerus dichotomus",12
"508","Blastocerus dichotomus",17
"509","Blastocerus dichotomus",11
"510","Blastocerus dichotomus",11
"511","Blastocerus dichotomus",12
"512","Blastocerus dichotomus",36
"513","Blastocerus dichotomus",38
"514","Blastocerus dichotomus",14
"515","Blastocerus dichotomus",32
"516","Blastocerus dichotomus",30
"517","Blastocerus dichotomus",15
"518","Bos gaurus",19
"519","Bos gaurus",11
"520","Bos gaurus",12
"521","Bos gaurus",10
"522","Bos gaurus",10
"523","Bos gaurus",11
"524","Bos gaurus",14
"525","Bos gaurus",12
"526","Bos gaurus",15
"527","Bos javanicus",10
"528","Cabassous centralis",19
"529","Cabassous tatouay",13
"530","Callosciurus erythraeus",47
"531","Callosciurus erythraeus",62
"532","Callosciurus erythraeus",33
"533","Callosciurus erythraeus",16
"534","Callosciurus prevostii",11
"535","Callospermophilus lateralis",396
"536","Callospermophilus lateralis",253
"537","Callospermophilus lateralis",11
"538","Callospermophilus lateralis",19
"539","Callospermophilus lateralis",31
"540","Callospermophilus lateralis",45
"541","Callospermophilus lateralis",34
"542","Callospermophilus lateralis",123
"543","Callospermophilus lateralis",225
"544","Callospermophilus lateralis",70
"545","Callospermophilus lateralis",43
"546","Callospermophilus lateralis",40
"547","Callospermophilus lateralis",82
"548","Callospermophilus lateralis",14
"549","Callospermophilus lateralis",130
"550","Callospermophilus lateralis",39
"551","Callospermophilus lateralis",147
"552","Callospermophilus lateralis",111
"553","Callospermophilus lateralis",51
"554","Callospermophilus lateralis",46
"555","Callospermophilus lateralis",11
"556","Callospermophilus lateralis",74
"557","Callospermophilus lateralis",12
"558","Callospermophilus lateralis",112
"559","Callospermophilus lateralis",180
"560","Callospermophilus lateralis",14
"561","Callospermophilus lateralis",131
"562","Callospermophilus lateralis",81
"563","Callospermophilus lateralis",283
"564","Callospermophilus lateralis",24
"565","Callospermophilus lateralis",38
"566","Callospermophilus lateralis",17
"567","Canis adustus",13
"568","Canis adustus",19
"569","Canis adustus",35
"570","Canis adustus",12
"571","Canis adustus",14
"572","Canis aureus",11
"573","Canis aureus",11
"574","Canis aureus",11
"575","Canis latrans",35
"576","Canis latrans",29
"577","Canis latrans",118
"578","Canis latrans",41
"579","Canis latrans",43
"580","Canis latrans",15
"581","Canis latrans",11
"582","Canis latrans",77
"583","Canis latrans",301
"584","Canis latrans",55
"585","Canis latrans",22
"586","Canis latrans",54
"587","Canis latrans",50
"588","Canis latrans",22
"589","Canis latrans",189
"590","Canis latrans",26
"591","Canis latrans",17
"592","Canis latrans",37
"593","Canis latrans",73
"594","Canis latrans",14
"595","Canis latrans",13
"596","Canis latrans",82
"597","Canis latrans",24
"598","Canis latrans",10
"599","Canis latrans",228
"600","Canis latrans",26
"601","Canis latrans",361
"602","Canis latrans",424
"603","Canis latrans",31
"604","Canis latrans",18
"605","Canis latrans",266
"606","Canis latrans",27
"607","Canis latrans",27
"608","Canis latrans",150
"609","Canis latrans",57
"610","Canis latrans",42
"611","Canis latrans",15
"612","Canis latrans",66
"613","Canis latrans",66
"614","Canis latrans",21
"615","Canis latrans",171
"616","Canis latrans",10
"617","Canis latrans",11
"618","Canis latrans",42
"619","Canis latrans",19
"620","Canis latrans",36
"621","Canis latrans",15
"622","Canis latrans",24
"623","Canis latrans",26
"624","Canis latrans",46
"625","Canis latrans",11
"626","Canis latrans",13
"627","Canis latrans",84
"628","Canis latrans",79
"629","Canis latrans",56
"630","Canis latrans",75
"631","Canis latrans",27
"632","Canis latrans",47
"633","Canis latrans",11
"634","Canis latrans",18
"635","Canis latrans",13
"636","Canis latrans",106
"637","Canis latrans",34
"638","Canis latrans",31
"639","Canis latrans",31
"640","Canis latrans",12
"641","Canis latrans",10
"642","Canis latrans",20
"643","Canis latrans",50
"644","Canis latrans",129
"645","Canis latrans",40
"646","Canis latrans",79
"647","Canis latrans",56
"648","Canis latrans",61
"649","Canis latrans",45
"650","Canis latrans",26
"651","Canis latrans",11
"652","Canis latrans",67
"653","Canis latrans",70
"654","Canis latrans",65
"655","Canis latrans",154
"656","Canis latrans",118
"657","Canis latrans",11
"658","Canis latrans",15
"659","Canis latrans",64
"660","Canis latrans",15
"661","Canis latrans",164
"662","Canis latrans",72
"663","Canis latrans",52
"664","Canis latrans",14
"665","Canis latrans",66
"666","Canis latrans",12
"667","Canis latrans",70
"668","Canis latrans",27
"669","Canis latrans",41
"670","Canis latrans",171
"671","Canis latrans",34
"672","Canis latrans",87
"673","Canis latrans",159
"674","Canis latrans",38
"675","Canis latrans",21
"676","Canis latrans",35
"677","Canis latrans",39
"678","Canis latrans",45
"679","Canis latrans",121
"680","Canis latrans",36
"681","Canis latrans",157
"682","Canis latrans",79
"683","Canis latrans",10
"684","Canis latrans",88
"685","Canis latrans",67
"686","Canis latrans",16
"687","Canis latrans",13
"688","Canis latrans",51
"689","Canis latrans",25
"690","Canis latrans",61
"691","Canis latrans",232
"692","Canis latrans",36
"693","Canis latrans",508
"694","Canis latrans",10
"695","Canis latrans",168
"696","Canis latrans",14
"697","Canis latrans",80
"698","Canis latrans",60
"699","Canis latrans",12
"700","Canis latrans",33
"701","Canis latrans",16
"702","Canis latrans",28
"703","Canis latrans",40
"704","Canis latrans",109
"705","Canis latrans",16
"706","Canis latrans",40
"707","Canis latrans",26
"708","Canis latrans",56
"709","Canis latrans",17
"710","Canis latrans",11
"711","Canis latrans",15
"712","Canis latrans",63
"713","Canis latrans",114
"714","Canis latrans",16
"715","Canis latrans",51
"716","Canis latrans",16
"717","Canis latrans",18
"718","Canis latrans",118
"719","Canis latrans",348
"720","Canis latrans",64
"721","Canis latrans",134
"722","Canis latrans",12
"723","Canis latrans",43
"724","Canis latrans",70
"725","Canis latrans",117
"726","Canis latrans",29
"727","Canis latrans",41
"728","Canis latrans",84
"729","Canis latrans",30
"730","Canis latrans",157
"731","Canis latrans",60
"732","Canis latrans",91
"733","Canis latrans",19
"734","Canis latrans",28
"735","Canis latrans",62
"736","Canis latrans",29
"737","Canis latrans",35
"738","Canis latrans",23
"739","Canis latrans",19
"740","Canis latrans",66
"741","Canis latrans",34
"742","Canis latrans",63
"743","Canis latrans",15
"744","Canis latrans",32
"745","Canis latrans",257
"746","Canis latrans",81
"747","Canis latrans",115
"748","Canis latrans",12
"749","Canis latrans",434
"750","Canis latrans",95
"751","Canis latrans",27
"752","Canis latrans",15
"753","Canis latrans",19
"754","Canis latrans",37
"755","Canis latrans",182
"756","Canis latrans",12
"757","Canis latrans",36
"758","Canis latrans",32
"759","Canis latrans",45
"760","Canis latrans",67
"761","Canis latrans",96
"762","Canis latrans",16
"763","Canis latrans",33
"764","Canis latrans",32
"765","Canis latrans",24
"766","Canis latrans",33
"767","Canis latrans",14
"768","Canis latrans",83
"769","Canis latrans",41
"770","Canis latrans",26
"771","Canis latrans",269
"772","Canis latrans",15
"773","Canis latrans",24
"774","Canis latrans",30
"775","Canis latrans",85
"776","Canis latrans",30
"777","Canis latrans",40
"778","Canis latrans",33
"779","Canis latrans",19
"780","Canis latrans",42
"781","Canis latrans",51
"782","Canis latrans",15
"783","Canis latrans",22
"784","Canis latrans",11
"785","Canis latrans",82
"786","Canis latrans",43
"787","Canis latrans",15
"788","Canis latrans",20
"789","Canis latrans",118
"790","Canis latrans",19
"791","Canis latrans",209
"792","Canis latrans",100
"793","Canis latrans",68
"794","Canis latrans",48
"795","Canis latrans",35
"796","Canis latrans",56
"797","Canis latrans",21
"798","Canis latrans",17
"799","Canis latrans",84
"800","Canis latrans",176
"801","Canis latrans",38
"802","Canis latrans",24
"803","Canis latrans",21
"804","Canis latrans",21
"805","Canis latrans",15
"806","Canis latrans",12
"807","Canis latrans",59
"808","Canis latrans",11
"809","Canis latrans",129
"810","Canis latrans",26
"811","Canis latrans",15
"812","Canis latrans",12
"813","Canis latrans",36
"814","Canis latrans",243
"815","Canis latrans",57
"816","Canis latrans",19
"817","Canis latrans",99
"818","Canis latrans",40
"819","Canis latrans",59
"820","Canis latrans",199
"821","Canis latrans",139
"822","Canis latrans",92
"823","Canis latrans",27
"824","Canis latrans",83
"825","Canis latrans",38
"826","Canis latrans",74
"827","Canis latrans",11
"828","Canis latrans",53
"829","Canis latrans",127
"830","Canis latrans",36
"831","Canis latrans",57
"832","Canis latrans",72
"833","Canis latrans",279
"834","Canis latrans",72
"835","Canis latrans",39
"836","Canis latrans",28
"837","Canis latrans",63
"838","Canis latrans",48
"839","Canis latrans",132
"840","Canis latrans",24
"841","Canis latrans",17
"842","Canis latrans",69
"843","Canis latrans",13
"844","Canis latrans",17
"845","Canis latrans",45
"846","Canis latrans",69
"847","Canis latrans",53
"848","Canis latrans",18
"849","Canis latrans",27
"850","Canis latrans",199
"851","Canis latrans",90
"852","Canis latrans",19
"853","Canis latrans",256
"854","Canis latrans",133
"855","Canis latrans",15
"856","Canis latrans",14
"857","Canis latrans",32
"858","Canis latrans",120
"859","Canis latrans",26
"860","Canis latrans",84
"861","Canis latrans",26
"862","Canis latrans",23
"863","Canis latrans",13
"864","Canis latrans",49
"865","Canis latrans",15
"866","Canis latrans",14
"867","Canis latrans",54
"868","Canis latrans",65
"869","Canis latrans",15
"870","Canis latrans",28
"871","Canis latrans",260
"872","Canis latrans",15
"873","Canis latrans",120
"874","Canis latrans",77
"875","Canis latrans",52
"876","Canis latrans",50
"877","Canis latrans",41
"878","Canis latrans",11
"879","Canis latrans",87
"880","Canis latrans",61
"881","Canis latrans",34
"882","Canis latrans",58
"883","Canis latrans",12
"884","Canis latrans",43
"885","Canis latrans",25
"886","Canis latrans",67
"887","Canis latrans",57
"888","Canis latrans",21
"889","Canis latrans",39
"890","Canis latrans",62
"891","Canis latrans",31
"892","Canis latrans",251
"893","Canis latrans",14
"894","Canis latrans",123
"895","Canis latrans",24
"896","Canis latrans",44
"897","Canis latrans",243
"898","Canis latrans",22
"899","Canis latrans",134
"900","Canis latrans",12
"901","Canis latrans",29
"902","Canis latrans",14
"903","Canis latrans",36
"904","Canis latrans",51
"905","Canis latrans",25
"906","Canis latrans",44
"907","Canis latrans",31
"908","Canis latrans",16
"909","Canis latrans",52
"910","Canis latrans",31
"911","Canis latrans",96
"912","Canis latrans",106
"913","Canis latrans",36
"914","Canis latrans",22
"915","Canis latrans",24
"916","Canis latrans",30
"917","Canis latrans",47
"918","Canis latrans",36
"919","Canis latrans",17
"920","Canis latrans",165
"921","Canis latrans",36
"922","Canis latrans",13
"923","Canis latrans",13
"924","Canis latrans",21
"925","Canis latrans",32
"926","Canis latrans",108
"927","Canis latrans",62
"928","Canis latrans",17
"929","Canis latrans",186
"930","Canis latrans",26
"931","Canis latrans",22
"932","Canis latrans",193
"933","Canis latrans",34
"934","Canis latrans",73
"935","Canis latrans",337
"936","Canis latrans",164
"937","Canis latrans",35
"938","Canis latrans",27
"939","Canis latrans",61
"940","Canis latrans",106
"941","Canis latrans",12
"942","Canis latrans",19
"943","Canis latrans",37
"944","Canis latrans",40
"945","Canis latrans",36
"946","Canis latrans",69
"947","Canis latrans",29
"948","Canis latrans",99
"949","Canis latrans",118
"950","Canis latrans",53
"951","Canis latrans",17
"952","Canis latrans",35
"953","Canis latrans",123
"954","Canis latrans",19
"955","Canis latrans",35
"956","Canis latrans",22
"957","Canis latrans",32
"958","Canis latrans",54
"959","Canis latrans",22
"960","Canis latrans",12
"961","Canis latrans",19
"962","Canis latrans",49
"963","Canis latrans",15
"964","Canis latrans",56
"965","Canis latrans",93
"966","Canis latrans",21
"967","Canis latrans",37
"968","Canis latrans",71
"969","Canis latrans",245
"970","Canis latrans",20
"971","Canis latrans",11
"972","Canis latrans",58
"973","Canis latrans",24
"974","Canis latrans",181
"975","Canis latrans",57
"976","Canis latrans",11
"977","Canis latrans",141
"978","Canis latrans",35
"979","Canis latrans",42
"980","Canis latrans",25
"981","Canis latrans",158
"982","Canis latrans",42
"983","Canis latrans",233
"984","Canis latrans",57
"985","Canis latrans",256
"986","Canis latrans",199
"987","Canis latrans",129
"988","Canis latrans",58
"989","Canis latrans",36
"990","Canis latrans",131
"991","Canis latrans",24
"992","Canis latrans",182
"993","Canis latrans",12
"994","Canis latrans",13
"995","Canis latrans",21
"996","Canis latrans",76
"997","Canis latrans",13
"998","Canis latrans",19
"999","Canis latrans",143
"1000","Canis latrans",17
"1001","Canis latrans",25
"1002","Canis latrans",63
"1003","Canis latrans",47
"1004","Canis latrans",275
"1005","Canis latrans",13
"1006","Canis latrans",119
"1007","Canis latrans",196
"1008","Canis latrans",60
"1009","Canis latrans",163
"1010","Canis latrans",386
"1011","Canis latrans",32
"1012","Canis latrans",89
"1013","Canis latrans",13
"1014","Canis latrans",55
"1015","Canis latrans",30
"1016","Canis latrans",25
"1017","Canis latrans",32
"1018","Canis latrans",11
"1019","Canis latrans",27
"1020","Canis latrans",46
"1021","Canis latrans",20
"1022","Canis latrans",14
"1023","Canis latrans",64
"1024","Canis latrans",14
