"year","ghf","analysis_unit","file_name"
2014,417.137054116371,"file_154_unit_14_1_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2010,400.314661603147,"file_154_unit_2_1_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2010,400.314661603147,"file_154_unit_3_1_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2011,401.895836158958,"file_154_unit_4_1_56day","processed_PublicData_TEAM_AsiaLaos.csv"
2011,401.895836158958,"file_154_unit_5_2_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2011,401.895836158958,"file_154_unit_6_1_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2012,413.525837515258,"file_154_unit_8_1_56day","processed_PublicData_TEAM_AsiaLaos.csv"
2012,413.525837515258,"file_154_unit_9_1_28day","processed_PublicData_TEAM_AsiaLaos.csv"
2011,1450.18548846482,"file_155_unit_1_1_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2011,1450.18548846482,"file_155_unit_1_1_allday","processed_PublicData_TEAM_AsiaMalaysia.csv"
2011,1450.18548846482,"file_155_unit_1_2_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2011,1450.18548846482,"file_155_unit_1_3_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2016,1553.25939903161,"file_155_unit_10_1_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2016,1553.25939903161,"file_155_unit_10_2_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2016,1553.25939903161,"file_155_unit_10_3_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2016,1553.25939903161,"file_155_unit_11_1_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2012,1469.42017943606,"file_155_unit_2_1_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2012,1469.42017943606,"file_155_unit_2_2_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2013,1530.77826829963,"file_155_unit_3_1_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2013,1530.77826829963,"file_155_unit_3_2_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2013,1530.77826829963,"file_155_unit_3_3_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2013,1530.77826829963,"file_155_unit_4_1_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2013,1530.77826829963,"file_155_unit_4_2_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2013,1530.77826829963,"file_155_unit_4_3_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2013,1530.77826829963,"file_155_unit_4_4_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2013,1530.77826829963,"file_155_unit_4_5_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2013,1530.77826829963,"file_155_unit_4_6_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2014,1541.19410424381,"file_155_unit_4_7_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2014,1541.19410424381,"file_155_unit_5_1_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2014,1541.19410424381,"file_155_unit_5_1_56day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2014,1541.19410424381,"file_155_unit_6_1_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2014,1541.19410424381,"file_155_unit_6_1_56day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2014,1541.19410424381,"file_155_unit_6_2_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2015,1485.16868413557,"file_155_unit_7_1_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2015,1485.16868413557,"file_155_unit_7_2_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2015,1485.16868413557,"file_155_unit_8_1_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2015,1485.16868413557,"file_155_unit_8_1_56day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2015,1485.16868413557,"file_155_unit_8_2_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2016,1553.25939903161,"file_155_unit_9_1_28day","processed_PublicData_TEAM_AsiaMalaysia.csv"
2016,1553.25939903161,"file_155_unit_9_1_56day","processed_PublicData_TEAM_AsiaMalaysia.csv"
