"species","hyp.ref","prob"
"Bos gaurus","Cathemeral",0.999281021283176
"Bos gaurus","Cathemeral",0.013495414092278
"Bos gaurus","Cathemeral",0.809409993730185
"Bos gaurus","Cathemeral",0.690714144936053
"Bos gaurus","Cathemeral",0.91310851817373
"Bos gaurus","Cathemeral",0.0437980063517012
"Bos gaurus","Cathemeral",0.871048625653459
"Bos gaurus","Cathemeral",0.0111201355744726
"Bos gaurus","Cathemeral",0.931338503434931
"Bos javanicus","Cathemeral",0.377568237901874
"Cabassous centralis","Nocturnal",0.93951530941761
"Cabassous tatouay","Nocturnal",0.99063475925442
"Callosciurus erythraeus","Diurnal",0.999935287899129
"Callosciurus erythraeus","Diurnal",0.999998513650196
"Callosciurus erythraeus","Diurnal",0.999831171787943
"Callosciurus erythraeus","Diurnal",0.995140640484894
"Callosciurus prevostii","Diurnal",0.0268782270387216
"Callospermophilus lateralis","Diurnal",1
"Callospermophilus lateralis","Diurnal",1
"Callospermophilus lateralis","Diurnal",0.986058025999995
"Callospermophilus lateralis","Diurnal",0.997193651899053
"Callospermophilus lateralis","Diurnal",0.999744366830518
"Callospermophilus lateralis","Diurnal",0.999987547156483
"Callospermophilus lateralis","Diurnal",0.999848718774927
"Callospermophilus lateralis","Diurnal",1
"Callospermophilus lateralis","Diurnal",1
"Callospermophilus lateralis","Diurnal",1
"Callospermophilus lateralis","Diurnal",0.999974081802134
"Callospermophilus lateralis","Diurnal",0.99994178696186
"Callospermophilus lateralis","Diurnal",0.119972435774735
"Callospermophilus lateralis","Diurnal",0.368504956728359
"Callospermophilus lateralis","Diurnal",1
"Callospermophilus lateralis","Diurnal",0.999950570199304
"Callospermophilus lateralis","Diurnal",1
"Callospermophilus lateralis","Diurnal",1
"Callospermophilus lateralis","Diurnal",0.999993970475109
"Callospermophilus lateralis","Diurnal",0.999976947760523
"Callospermophilus lateralis","Diurnal",0.986612650076549
